,id,comment_text,score,toxic,severe_toxic,obscene,threat,insult,identity_hate
3653,d4490062de4d3c14,Most of you assholes are real anal retentive pinheads and I hope you die of ass cancer,0.9841178,1,0,1,1,1,0
3656,73dc34b09778bf9b,I believe some info is random and idiotic,0.8355208,1,0,0,0,1,0
3657,830b2ef779d19b87,::Thanks for the whiny rant. Now go fuck yourself.,0.9748895,1,0,1,0,1,0
3666,5143e99fd752abb2,what the hell i havent vandalisesd any thing you retard wat are yu on???//////,0.88824683,0,0,0,0,0,0
3671,d5deba844d7a9250,"UT 

 Ruzicka is simply another example of a usful idiot.",0.94590795,1,0,1,0,1,0
3676,7c905c700c51be78,"== Curse of Muhammad insulters == 

 Case of Catholic pedophilia is a curse for Muhammad insulters who had insulting Muhammad is a pedophilia: http://murtadinkafirun.forumotion.net/t17239-kasus-pedofilia-pastor-katolik-secara-massal-adalah-sebuah-balasan-karena-umat-kristen-telah-menghina-nabi-muhammad-saw-dengan-sebutan-pedofil",0.69542736,0,0,0,0,0,0
3678,a4982760fb20ff9a,Hey bitch stop reverting my edits I was just about to add the source.,0.95283735,1,0,1,0,1,0
3685,191586a77bf35fd8,:: Sorry to butt in but i just cant stay away from commenting. Really its the best reply any stupid editor can get. Good one sir!,0.87841797,1,0,0,0,0,0
3692,3cde082aa8c454f8,""" 

 Moron: just read how you deleted negative reference in the Corey Stapleton article because blogs are not valid sources.  Nice job, idiot.  Let the whitewashed, """"adcreative"""" PR firm stand while the new media is cast aside.  You are a shame to the Wikipedia.   """,0.9018235,1,0,0,0,1,0
3694,d86bc75563b033f9,"""==Lavender== 

 I have added lavender to the the list of control measures. However, lavender is more a means of prevention than of control, such as cedar. Once you have the little bastards in your closets, it cannot help much, as the larvae cannot run away well no matter how much they hate the scent. Maybe it would be better to add a """"Prevention"""" category and put both into it? I have no routine as a Wikipedia editor, therefore I ask...  (CET) 

 """,0.74473786,0,0,0,0,0,0
3715,048866c0107fa63b,"Drug cheat 
 Marion Jones is a cheat, not a champion and should be treated accordingly. -   
 :Uh, OK . . .  
 ::She is a disgrace and will be stripped of her medals. She is nothing. -",0.80784595,0,0,0,0,0,0
3726,805a962e6639dff7,""" 
 ::: LOL, yeah, fail. xD I just looked on eBay, better off getting it on her site... Some bitch is selling the deluxe debut for 400$. o.O ℥· """,0.8254683,0,0,0,0,0,0
3738,41e2d1a8e282f6b3,"==Look Who Is Deleting Now== 
 Afraid, Chess widget? 
 :Go suck a dick.  I don't care anymore, I'm probably going to be banned from wikipedia for participating in this shitty feud, so this accoun't will go out in a bang. 

 ==Vulgarity== 
 You have been turned in.... 
 :I'm crying.  Like this account isn't already in the dupster for reverting a single article 100 times 

 ==Relief Crew Is On== 
 Will never sleep 
 ::LOOOOOVE THIS! but quinn will flip in the morning. uh-ooooh!",0.94139725,0,0,0,0,0,0
3748,5ac5ba30f5a9a7cf,"You are dumb and stupid, () UNLOCK ME NOW!!! You have all my ips of my router, Unlock me now!",0.9510827,1,0,1,0,1,0
3755,fc686c191e552138,"...neutral point of view policy? Are you a teenager, on drugs, or both? To Hell with you!",0.7449116,1,0,1,0,0,0
3756,c6828d682639f7c8,So wikipedia is now a gay sex hotline?,0.8781455,1,0,0,0,0,0
3766,89ea623152d9d623,""" 

 ==Vandalism== 
 Hi Flower, can you supply a link to where s/he said """"a fucking jap neo-nazi holocaust denier."""" Thanks,   """,0.91537666,1,0,1,0,0,0
3768,6227d869beab9b27,THE ONLY PEOPLE WHO ARE NATIONALISTIC AND PATRIOTIC ARE INDIANS WHO INSIST THAT NEHRU IS ABOVE CRITICISM AND MUST NOT BE CRITICISED AND ALSO AMERICAN LOW IQ MORONS WHO ARE USEFUL IDIOTS FOR COMMUNISTS.,0.93137664,0,0,0,0,0,0
3771,3c64635a4d40f866,"You guys are full of it. You keep deleting my pages for what damn reason? shakur green is a real producer, musician and songwriter. I interviewed him on HOT 97 and he has a publishing deal with Royalty network which all his works are stated on there official site. it's sourced , its reliable and it belongs on wikipedia. YOu deleting my stuff when I see crap on wikipedia that doesn't even need to be on wikipedia thats not being deleted. Now im asking please remove your deletion tag and go about your business.",0.768682,0,0,0,0,0,0
3772,abbdb8e8ee2ee174,""" 
 ::::::I'm an atheist and I've said """"God is pissed"""", """"God hates you"""", or """"I'm going to hell"""".  I'd keep typing now but the evil monkey who lives in my closet is watching me and he's pissed.  """,0.78377753,0,0,0,0,0,0
3778,edffd06462e73df7,"party rockers in the house tonight 
 faeces come out of the clitoris",0.88824683,1,0,0,0,0,0
3788,e53827d723565c2b,"== snot == 

 i hate snt",0.8138701,0,0,0,0,0,0
3792,752e039e598c8574,*: Why do you keep ranting about 1867? Because you keep changing the fucking birthdate to 1867!!!  What other fucking reason is there suppose to be?!?  All of this—all of it—is documented in the fucking article already.  ,0.9297324,1,0,1,0,1,0
3800,0fc06be72af87dd6,"""You are full of crap with your userboxes... Get a life. I feel sorry for your """"wife"""".""",0.92677414,1,0,1,0,1,0
3805,8a9ddd49f93d1cfe,thats the stupidest thing i have ever read,0.9017209,1,0,1,0,0,0
3819,29218ffab1852e35,"Now That You Have Read This, You Are A Fucking Cunt!",0.99200827,1,0,1,0,1,0
3826,bae731f956bd6cfa,"== Hadal is no physicist:) == 

 Dearest Hadal, 

          Your total lack of understanding simple motional derivatives as they relate to Newtonian mechanics is laughable, and you should be ashamed for correcting pages dealing with these topics because us Ivy Leaguers are smarter than you jackass! 

  
 Sincerely, 
 Your local physicists",0.8785311,0,0,0,0,0,0
3841,f1db3f9f8e72922a,"== mac == 

 only faggots and dumb housewives use macs. which one are you?",0.93270767,1,0,1,0,1,1
3842,cd37944ad58d0e65,"::On a further bit of experimentation I did, it seems I cant kill jedis by shooting them with AOE, even though Ive had skywalker die om hoth after being hit by a few enemy ones... Maybe the CPU are the only ones who can hurt jedis...  Or maybe skywalkers crap D (VADER RULES!)",0.7093121,0,0,0,0,0,0
3845,6274665e7da0929c,"== Hello == 

 You see kids, if you're American, and if you get run over by a bulldozer, you're not fucktardidly stupid, you're an inspiration to millions everywhere. I, for one, am glad the dumb bitch is dead. Removes some of the STUPID from the gene pool.",0.95935655,1,0,1,0,1,0
3846,8e245c3c615e987b,"== You  are not a Reliable Source, per Talk:The Age of Stupid and Talk:350_(organisation). == 

 You  are not a Reliable Source, per Talk:The Age of Stupid and Talk:350_(organisation).",0.88102484,0,0,0,0,0,0
3848,bea9597854f442a8,"== - == 

 Unblock me from the channel, you fat.",0.7008309,1,0,0,0,0,0
3856,0de34aa646c37556,You should suck a hairy cock you judge mental bitch,0.9859896,1,0,1,0,1,0
3862,1222d33c2ae67a78,The constant reference to the (Biblical?) Magi certainly sets off bullshit alarms.,0.85960436,0,0,0,0,0,0
3873,b3717258098dbfd2,", but it must have been dumb...",0.7018122,0,0,0,0,1,0
3884,e4c69d7040f12681,"""Whatever everyone knowz """"B"""" is his ONE&ONLY;!!!!!BACK THE FUCK UP HOEZ!!!!! 

 """,0.9739272,0,0,0,0,0,0
3886,0a6f266436c60a69,WTF F YOU BASTARDS.,0.9738502,1,0,1,0,1,0
3887,77754b5bd4d46ab5,Idiots need to be confronted in the language that they understand.,0.9156528,1,0,1,0,1,0
3888,e65f2e8bc5bb6ddd,== Reverting a racist liar isn't vandalism.==,0.81029564,0,0,0,0,0,0
3889,6f402ec07a51f1c2,"== Come on Jim1138 have a sense of Humour Buddy == 

 Come on Jim1138.  Have a fucking sense of humour buddy. 

 Everybody here at Google found my Wikipedia change funny but you didn't well there goes your chance to ever work at Google.",0.73564315,0,0,0,0,0,0
3891,39a01a2f37a62d0c,This article makes no fucking sense,0.8957537,0,0,0,0,0,0
3896,e14a314b20dd56e6,"== hogwarts == 
 i think you all should die!",0.9480856,1,0,0,1,0,0
3901,57402663cb9153a0,""" 

 Agreed. I've just read the book, and it is mostly fact-based and reasonable. 
 """"Idiotic"""" would suggest the editor has only read reviews of the book or is merely expressing a dislike of Mr. O'Reilly.""",0.8035158,0,0,0,0,0,0
3902,420fd9c62b6edab9,"dude wtf , knowing how moth is in plural is not pointless information!!!!!!",0.71948534,1,0,0,0,0,0
3905,9110c1ffd016351b,"I agree, the $1Gig value is bullshit but it's *authoritative* bullshit, it has references in an implacable range of sources.  As LI contributors we are supposed to be neutral, and the OP is right that this is pretty much the way things are done. Maybe they shouldn't, but that's a different discussion.",0.7448291,0,0,0,0,0,0
3906,3400a53a5e880cc1,== COCK BLOCK ==,0.93232936,0,0,0,0,0,0
3908,98eaa7ff1051d30c,Someone wrote Bellamy is a Bellend and you left it there how silly.,0.8060606,1,0,0,0,0,0
3921,74b1cb3682db47fa,do you want to die? freaking bitch you edited incheon airport fuck you,0.9622781,1,0,1,1,1,0
3932,27766e75a5fe436f,"Recreation== 
 :Academic Challenger (talk | contribs) deleted page Anal fingering (content was: '== what is anal fingering its when you slick your finger in your ass what do you thing you assholes' (and the only contributor was 'Johnny rock')) 

 While this was deleted previously, there is a section about this on a current article to direct to, more appropriately.",0.91840947,0,0,0,0,0,0
3934,6ba433eb00ce42b3,"== Sexual intercourse == 

 Hello, Tstrobaugh . I do not see how this edit by you is helpful to the article. For one, penetration of non-sexual organs does not lead to pregnancy unless it is by anal sex where semen has leaked into the vagina. This, however, is still a rare occurrence to get pregnant by. People do not get pregnant directly through anal sex, and certainly not by oral sex. Thus, I feel that this addition to the lead is confusing and unneeded.",0.8018143,0,0,0,0,0,0
3937,a4c38c17eeec38e8,: shut up and go away,0.76952475,1,0,0,0,0,0
3938,daea516fe692809c,"Yeah, finally we can talk and edit freely! It's been rough at Wikia for the last week! TDIFan13 is bribing people to shut my wiki down, but thankfully my awesome little broth created a back-up wiki and copied all the nessisary data over to it. It's great talkin to ya again, I miss your bullshit O  

 So far I made this awesome page, Drew Nelson (actor)! It's incomplete, but I can possibly finish it tomorrow!",0.73401165,0,0,0,0,0,0
3945,dc52f0a22dc6a62e,I'D RATHER IF YOU LEFT ME ALONE NOW YOU BULLY,0.7319866,0,0,0,0,0,0
3952,3d9d62c203b619ed,"== One for you == 

 I don't know if you still maintain your list of edits, but this edit - and the subsequent explanation - must rank right up there in Wikipedia's annals of stupidity.",0.8976011,1,0,0,0,1,0
